budget_id,budget_flops,schedule_regime,model_name,n_layer,n_head,n_embd,num_params,target_train_tokens,actual_train_tokens,actual_compute_proxy,fixed_schedule_horizon_steps,runs,mean_train_steps,mean_final_val_loss,std_final_val_loss,mean_best_val_loss,mean_final_test_loss,mean_runtime_sec,mean_tokens_per_second,actual_d_over_n,token_parameter_ratio
0,1200000000000.0,matched,gpt_2l_52d,2,4,52,86320,2316960.1482854495,2318336,1200712581120.0,994,3,1132.0,2.4879235188166304,0.0017942265390681418,2.487729100386302,2.4815656781196593,4.116124709447225,597674.5089427511,26.857460611677478,26.857460611677478
0,1200000000000.0,matched,gpt_2l_56d,2,4,56,98336,2033843.1500162708,2035712,1201102651392.0,864,3,994.0,2.4909786462783816,0.0018534960846992644,2.4901711225509646,2.4853050629297893,4.485957781473796,458718.59029773856,20.701594533029613,20.701594533029613
0,1200000000000.0,matched,gpt_2l_60d,2,4,60,111120,1799856.0115190784,1800192,1200224010240.0,994,3,879.0,2.4921176314353946,0.0032087645499552166,2.4921176314353946,2.4861987511316936,3.023223082224528,636535.5096796561,16.200431965442764,16.200431965442764
0,1200000000000.0,matched,gpt_2l_64d,2,4,64,124672,1604209.4455852157,1605632,1201064116224.0,864,3,784.0,2.4944795886675517,0.00038409097721514693,2.49433753490448,2.488625093301137,3.1938529014587402,503296.43256900203,12.878850102669405,12.878850102669405
0,1200000000000.0,matched,gpt_3l_48d,3,4,48,103344,1935284.0997058367,1935360,1200047063040.0,864,3,945.0,2.5033663749694823,0.00042306511099022713,2.5033663749694823,2.4965985814730325,5.794145981470744,335252.0973357703,18.727357176033443,18.727357176033443
0,1200000000000.0,matched,gpt_3l_56d,3,4,56,136696,1463100.6027974484,1464320,1201000120320.0,864,3,715.0,2.515082089106242,0.0017462800997596376,2.5146960894266766,2.508381748199463,4.449983517328898,329204.1601624905,10.712237373441798,10.712237373441798
0,1200000000000.0,matched,gpt_3l_64d,3,4,64,174656,1145108.0982044705,1146880,1201856839680.0,864,3,560.0,2.523843324184418,0.0015410013828024006,2.5237053871154784,2.5176989157994587,3.1695121924082437,361851.17024466785,6.566507878343716,6.566507878343716
0,1200000000000.0,matched,gpt_3l_72d,3,4,72,217224,920708.5773211063,921600,1201161830400.0,864,3,450.0,2.530716331799825,0.0026149950289376576,2.530716331799825,2.524501883983612,2.7197395165761313,339165.43183184107,4.242625124295658,4.242625124295658
0,1200000000000.0,matched,gpt_3l_80d,3,4,80,264400,756429.65204236,757760,1202110464000.0,864,3,370.0,2.53931618531545,0.0031162375184864643,2.53931618531545,2.533378024895986,2.433941046396891,311811.7601525764,2.865960665658094,2.865960665658094
0,1200000000000.0,matched,gpt_4l_80d,4,4,80,342240,584385.226741468,585728,1202757304320.0,864,3,286.0,2.5789076526959738,0.002706413386928103,2.5789076526959738,2.573638697465261,2.1017516454060874,279304.0327386496,1.7114539504441328,1.7114539504441328
0,1200000000000.0,matched,gpt_4l_96d,4,4,96,484416,412868.27850442595,413696,1202405769216.0,864,3,202.0,2.607946991920471,0.0023781927401717575,2.6078373352686564,2.60429417292277,1.0029404958089192,431981.9690024539,0.854009776720835,0.854009776720835
0,1200000000000.0,matched,gpt_5l_96d,5,4,96,596256,335426.3940320936,335872,1201594171392.0,864,3,164.0,2.660270897547404,0.004710514453272935,2.660270897547404,2.65730144182841,1.4576331774393718,230765.35310726924,0.5633016690817367,0.5633016690817367
1,2000000000000.0,fixed,gpt_2l_16d,2,4,16,12736,26172529.31323283,26173440,2000069591040.0,1656,3,12780.0,2.522445257504781,0.0022748018903691433,2.522179400920868,2.514429958661397,43.14606483777364,608341.2767964817,2055.075376884422,2055.075376884422
1,2000000000000.0,fixed,gpt_2l_20d,2,4,20,17840,18684603.886397608,18685952,2000144302080.0,1656,3,9124.0,2.514390011628469,0.004062975363678277,2.5138941645622253,2.5059687932332357,27.790784120559692,679974.3500626466,1047.4188340807175,1047.4188340807175
1,2000000000000.0,fixed,gpt_2l_24d,2,4,24,23712,14057579.847053532,14059520,2000276029440.0,1440,3,6865.0,2.5111589352289836,0.004235503380517338,2.510627047220866,2.5043025811513266,31.386288086573284,448524.6022505718,592.9284750337382,592.9284750337382
1,2000000000000.0,fixed,gpt_2l_28d,2,4,28,30352,10982252.679669654,10983424,2000213311488.0,1440,3,5363.0,2.501609257857005,0.0010924718790909687,2.5013605117797852,2.4943128546079,24.534760634104412,447798.51589983,361.868212967844,361.868212967844
1,2000000000000.0,fixed,gpt_2l_32d,2,4,32,37760,8827683.615819208,8828928,2000281927680.0,1440,3,4311.0,2.49620019197464,0.002494426842449918,2.495495466391245,2.4900786995887754,18.012978076934814,490698.7918441219,233.81694915254238,233.81694915254238
1,2000000000000.0,fixed,gpt_2l_36d,2,4,36,45936,7256472.773714153,7258112,2000451796992.0,1440,3,3544.0,2.488938546180725,0.0017424182647852308,2.4887043237686157,2.4825039148330688,17.040343761444092,426037.5428563431,158.00487634970395,158.00487634970395
