budget_id,budget_flops,model_name,n_layer,n_head,n_embd,dropout,bias,mlp_ratio,num_params,tokens_per_step,target_train_tokens,actual_train_tokens,target_d_over_n,actual_d_over_n,train_steps,unclipped_train_steps,actual_compute_proxy,schedule_regime,seed,fixed_schedule_horizon_steps,run_id
0,1200000000000.0,gpt_3l_56d,3,4,56,0.1,True,4.0,136696,2048,1463100.6027974484,1464320,10.703316869531283,10.712237373441798,715,715,1201000120320.0,matched,2,994,b0__gpt_3l_56d__matched__seed2
0,1200000000000.0,gpt_3l_64d,3,4,64,0.1,True,4.0,174656,2048,1145108.0982044705,1146880,6.556362782867296,6.566507878343716,560,560,1201856839680.0,fixed,0,994,b0__gpt_3l_64d__fixed__seed0
0,1200000000000.0,gpt_3l_64d,3,4,64,0.1,True,4.0,174656,2048,1145108.0982044705,1146880,6.556362782867296,6.566507878343716,560,560,1201856839680.0,fixed,1,994,b0__gpt_3l_64d__fixed__seed1
0,1200000000000.0,gpt_3l_64d,3,4,64,0.1,True,4.0,174656,2048,1145108.0982044705,1146880,6.556362782867296,6.566507878343716,560,560,1201856839680.0,fixed,2,994,b0__gpt_3l_64d__fixed__seed2
0,1200000000000.0,gpt_3l_64d,3,4,64,0.1,True,4.0,174656,2048,1145108.0982044705,1146880,6.556362782867296,6.566507878343716,560,560,1201856839680.0,matched,0,994,b0__gpt_3l_64d__matched__seed0
0,1200000000000.0,gpt_3l_64d,3,4,64,0.1,True,4.0,174656,2048,1145108.0982044705,1146880,6.556362782867296,6.566507878343716,560,560,1201856839680.0,matched,1,994,b0__gpt_3l_64d__matched__seed1
0,1200000000000.0,gpt_3l_64d,3,4,64,0.1,True,4.0,174656,2048,1145108.0982044705,1146880,6.556362782867296,6.566507878343716,560,560,1201856839680.0,matched,2,994,b0__gpt_3l_64d__matched__seed2
0,1200000000000.0,gpt_3l_72d,3,4,72,0.1,True,4.0,217224,2048,920708.5773211063,921600,4.238521421763278,4.242625124295658,450,450,1201161830400.0,fixed,0,994,b0__gpt_3l_72d__fixed__seed0
0,1200000000000.0,gpt_3l_72d,3,4,72,0.1,True,4.0,217224,2048,920708.5773211063,921600,4.238521421763278,4.242625124295658,450,450,1201161830400.0,fixed,1,994,b0__gpt_3l_72d__fixed__seed1
0,1200000000000.0,gpt_3l_72d,3,4,72,0.1,True,4.0,217224,2048,920708.5773211063,921600,4.238521421763278,4.242625124295658,450,450,1201161830400.0,fixed,2,994,b0__gpt_3l_72d__fixed__seed2
0,1200000000000.0,gpt_3l_72d,3,4,72,0.1,True,4.0,217224,2048,920708.5773211063,921600,4.238521421763278,4.242625124295658,450,450,1201161830400.0,matched,0,994,b0__gpt_3l_72d__matched__seed0
